commentId,commentText,publishedAt
UgxThoguEa4I3JpOZel4AaABAg,"Mad man on the run for prime ministership , he should be put in a asylum",2024-02-23T07:22:50Z
UgwjpuJZ6WdMREtuDId4AaABAg,Rahul has an inferiority complex when it comes to education so he feels if he gives talks in foreign universities he may get an honorary degree which he failed in real life.,2024-02-23T05:30:17Z
Ugzd-GjQqsqM4jGQ-yl4AaABAg,This godi channel anchors are nothing but modi bhakts who have eyes in the buttocks so they can't see,2024-02-23T03:43:58Z
UgyprcYlOuJQJy1nspV4AaABAg,God..How can you choose such a short-tempered woman to be your spokesperson??,2024-02-23T03:25:25Z
Ugz7KWpUfbiqw4MHD694AaABAg,"She is so obnoxious. As per congress, Looks like it is a crime to be born in a non OBC family. Shall we have to leave the country like the Jews. So much of hatred they are spewing just to divide the population.",2024-02-23T03:09:57Z
Ugy_TQwsc5MTASCXhcJ4AaABAg,Fedup these congressi lie,2024-02-23T02:26:20Z
UgxiDIaKgqfahLnlRTx4AaABAg,"Caste politics😂
Just talk about per capita income, Job, health, education and infrastructure.",2024-02-23T01:48:12Z
UgyHQRC_iyxIhUkwS0Z4AaABAg,"Pappu always play negative politics just to gain votes and party's political development, not a target for country's development as a whole",2024-02-23T01:32:00Z
UgzxoNH8v5Gz2DiJRU94AaABAg,If. Voting.   Ballot paper.    Congress. Win.   And. Next. Pm. Great. Leader. RAHULJI❤❤❤  EVM.  HATAAOO.    SAVE. DEMOCRACY,2024-02-22T23:47:50Z
Ugz4bFy3QB91JQLcslx4AaABAg,"Please, please, please.  Will someone explain, very slowly, to RG and his spokespersons, that PM Modi himself is OBC, that the President of India, appointed by the Modi Govt is a tribal, that there are more than a dozen OBCs in Modi Cabinet, that Modi Govt has packed the Rajya Sabha with OBCs and SCs members.  The Gandhi Family, and therefore Congress, insists on looking at India with a Colonial racist gaze, looking for oppression where there is none, fake outrage and anger, completely tone deaf to the ordinary citizens of India, playing on hate and envy and anti-Hindu sentiments, going off, shockingly, to Cambridge in the middle of his own yatra.  No positive thoughts at all on how to make Bharat great again. RG is a serial comedian.  Problem is his comedy is an obvious attempt to destroy the country.",2024-02-22T22:00:48Z
Ugwq9SY3aNl7jxK_AtZ4AaABAg,why is india today so bothered about RG going to Cambridge in the middle of yatra ?? Silly...,2024-02-22T21:44:33Z
UgyUdCp6JyE8ogk8G9J4AaABAg,Rahul Gandhi is scoring self goals after self goals - he's making opposition look flustered & weak. Should watch what he says but he's on a downward spirals.,2024-02-22T20:16:48Z
Ugykc-LVrVCPskSi3rZ4AaABAg,RK didn’t like when their lies were busted,2024-02-22T19:25:15Z
UgzvJ9C74bRJJQwA9S14AaABAg,Rahul Kanwal let’s discuss the issue raised by RG . Why discuss his schedule,2024-02-22T19:21:24Z
UgwqhKRT2iIO9PaS0Qt4AaABAg,Rahul bhaiya you are winning. Your Yatra just need to stay 10 more days in UP. Your message is reaching to the downtrodden.,2024-02-22T18:38:26Z
UgyHTVqsZG347onD_414AaABAg,"Who the f**k is rajat sethi ??
Can anyone become a political analyst this young 😂😂😂",2024-02-22T18:34:39Z
UgxtcMXiqQmdwterkth4AaABAg,Sue pappu  Gandhi for provoking mob against the journalist,2024-02-22T18:19:46Z
UgznQmTD26bZbr-wqYx4AaABAg,"Let us see your King Ram is going to make world's no.1 liar, country looter and rapists saviour Modi winner or my God Jesus Christ will give victory to INDIA alliance. 100% INDIA alliance led by respected Rahul Gandhi going to win in the name of Jesus.",2024-02-22T17:59:55Z
UgwZekx0xdgbRXLZULt4AaABAg,Let us see your King Ram is going to make Modi winner or my God Jesus Christ will give victory to INDIA alliance. 100% INDIA alliance led by respected Rahul Gandhi going to win in the name of Jesus.,2024-02-22T17:58:00Z
UgzDdzmGljFRXo43Yq14AaABAg,What eduction or research R Candy is allowing him to Lecture in UK,2024-02-22T17:53:43Z
Ugyus7GSLHlcFh-MxMh4AaABAg,Pappu is a confirmed WOMAN MOLESTER 😂,2024-02-22T17:50:55Z
Ugz_90zXaGkRfR0MTc54AaABAg,Very very very good speech Supriya mam,2024-02-22T17:42:01Z
Ugxd7NUmpXW3Dhq5inR4AaABAg,Rahul you are on right way,2024-02-22T17:38:33Z
UgxRSntfIVCqk9Z4Jwt4AaABAg,"Medea doesn't debet,fuel price increase..does not debet jobless of youth.does not debet farmer's protest",2024-02-22T17:36:52Z
UgzwzN0-dItIr6Bakf94AaABAg,Rahul ji you are going to same way as you are going to win as what you said in yatra all are correct and that is the actual,2024-02-22T17:34:24Z
UgxEj4GurHESQ7ARBnF4AaABAg,"I think Raghul returns, he is in correct track",2024-02-22T17:31:53Z
Ugy8-6cMPH3M9WUdtN94AaABAg,Modi sir says in parliament openly iam OBC,2024-02-22T17:31:40Z
UgyTiG8cz8UyDWMjBdd4AaABAg,Seee everything will be transparent once electoral bonds are made public....,2024-02-22T17:30:26Z
Ugwavl0-bo1FKe_JKjh4AaABAg,I have never seen a  bitch like this Congress spokesperson,2024-02-22T17:29:00Z
Ugxc16uzR3fZCoEQqmh4AaABAg,"What does supriya keep writing?it looks like she is sitting there writing her 10th board exams..looks up at the clock, writes more..checks her answers, very focussed😂😂😂",2024-02-22T17:16:49Z
UgyR57-iwylUCRxeBip4AaABAg,This lady is best fit for rahul,2024-02-22T17:16:27Z
UgxuewshnDL4Oa4bEHJ4AaABAg,I really pity all parents who named their son rahul.,2024-02-22T17:14:46Z
Ugwv77iqunG1snkW8B14AaABAg,If he kharge can’t do rallies then how will he be a prime minister,2024-02-22T17:12:49Z
UgyBq-a6HE0iRqYyVV14AaABAg,This lady is annoying,2024-02-22T17:11:57Z
UgwQIMPnTE3Ur5LyYeZ4AaABAg,Awaiting eagerly for his visit to London and give speech at Cambridge for more funny statements and please make some good ones . We need entertainment dialy.. so excited,2024-02-22T17:11:39Z
Ugz7JYEWQt8PCOyM5A94AaABAg,What language does supriya shite apply? Congressi culture,2024-02-22T17:03:15Z
UgwcYCe_4NM57-0lPjV4AaABAg,Idiot sanjay claims he talks for Indians I don't know who he is talking about definitely not me bjp wins the most votes so they believe in Mr Modi,2024-02-22T17:02:09Z
UgzDbw8MpXy5VgdBSip4AaABAg,This utterances of Rahul Gandhi exposes his Third Class mindset.,2024-02-22T17:01:57Z
UgzjohgsWd-hW5axbbB4AaABAg,Pappu comedian joker brainless dump party is Congress party 😂😂😂,2024-02-22T16:55:07Z
Ugy6lv_z7arsaLS7unR4AaABAg,I really empathize with supriya shrinate husband bechara....daily narak jhel taaa hogaa....aise biwi hone se acha hain kunwara rehna atleast a person can sleep peacefully,2024-02-22T16:52:27Z
Ugx105ocqN3qAspHe0J4AaABAg,"imagine if arnab was  the host, supriya wont get sleep today",2024-02-22T16:46:37Z
UgzLfPjTXIyD8tyLl154AaABAg,"I don't know why, but  this woman reminds me of Shurpanakha. 😅",2024-02-22T16:43:55Z
UgyWt_LnmTLEPJLGo014AaABAg,"Rahul gets more attention than he deserves, just because of his family's legacy.
Caste system is all about family's legacy.

So, basically he is the reault of caste. he should not talk that much, cause Others are not getting the chance to talk.",2024-02-22T16:40:57Z
Ugw7FnSZ0c55JaVCwFx4AaABAg,"Idiot analyst Kharge jinis 80yearsbold, have respect",2024-02-22T16:40:50Z
UgzBvbKsY_p8YJYmHZx4AaABAg,This lady is the spokesperson of Congress showing what is the situation of Congress ....😂😂😂😂 Khali dabba,2024-02-22T16:35:37Z
UgxOnMenOIcyDREx4Ad4AaABAg,"Joker is the most illiterate one...only VENOM , FILTHS come from his     WIDE MOUTH",2024-02-22T16:32:37Z
Ugz-uQ8kIkm4YOQU3DZ4AaABAg,Supriya Shrinate is very poorly bred.,2024-02-22T16:17:18Z
UgwGSBsvx6Ak3F7pd714AaABAg,Modi can retire and take rest,2024-02-22T16:14:14Z
UgyDzWooaetdhjNfSZN4AaABAg,He will do caste politics and relegion politics but will blame BJP.Double standards,2024-02-22T16:14:04Z
Ugz6cV3AdVKSGWNkrsB4AaABAg,"Media ignored BJNY initially,now all media needs to discuss,this is RG❤",2024-02-22T16:13:24Z
UgzsNo_rtppcEe1IYt14AaABAg,Modi & BJP are too afraid of Gandhis that all BJP politicians cannot ignore to attack Gandhis.,2024-02-22T16:08:06Z
UgwAQK3MuG7-WIV-w0x4AaABAg,God help India if this gandhi fellow becomes India pm,2024-02-22T16:06:58Z
Ugwt0PUhOftxs41hmOB4AaABAg,RAGA is brand ambassador for BJP.. This guy is making BJP win using Congress Money 😂😂😂😂. Dont know whether other leaders of INDI alliance is able to sense this 😂😂,2024-02-22T15:43:41Z
Ugzus3qYpfvGKPJdZ7N4AaABAg,Sorry 2024,2024-02-22T15:42:31Z
UgwGeEkLxQzUZeHu4lx4AaABAg,Bloody. Caste in 2023,2024-02-22T15:42:22Z
UgzGzDUNZgSEk_hRsQN4AaABAg,From california.   Rahul is getting his soros.  Caste cow politic money,2024-02-22T15:41:59Z
Ugwso4JKxeJq3qEj0mJ4AaABAg,In the end its about BJP governance. Vs donkey ACTIVISM no policy RG,2024-02-22T15:41:12Z
UgyKkXVusChetN5HadJ4AaABAg,What is the topic,2024-02-22T15:40:07Z
UgyI2kIJQ1z4wpnzKOJ4AaABAg,Ashamed RahulKawal a blind journalist,2024-02-29T06:33:48Z
UgxiXGtrtkpHH8Esjrd4AaABAg,"Modi did Bharath Jodo. How?
He brought all the scattered opposition parties together.",2024-02-27T12:09:43Z
UgxoWnba8em5dSDBPyZ4AaABAg,Congress is losing people's trust due to arrogant spokespersons.,2024-02-27T11:55:02Z
Ugx5h_Iua4BPfx5-Slx4AaABAg,The anchor is really angry for asking caste of the reporter & his owner openly on the street.,2024-02-27T11:40:12Z
UgyReDqzQnpjta7t-hx4AaABAg,Anchor back is burning 🔥 with 🌶️ chilli,2024-02-26T16:36:23Z
UgxjNsOW3bYARpC55fh4AaABAg,RAHUL. COMEDY NYAYA YATRA.   IN 320 SEATS CONGRESS DONT HAVE 7 PERCENT VOTES.   RAHUL.  IS A JOCKER.,2024-02-26T15:33:20Z
UgxZyijkf1SdeJewMsB4AaABAg,"Empty vessels make more sound... Exactly,what that lady in the panel  is shouting out of nothing.",2024-02-26T13:34:42Z
UgwCKjkV4_ihoQsy7n14AaABAg,Rajdeep being a journalist so stupid talking about communication skill which has to be done in parliament n in Cambridge not on the street,2024-02-26T12:53:34Z
Ugyu42oHPz4I0PxbRpd4AaABAg,"File a case against Supriya, baffled the booth of rahul haa oppressed her till now",2024-02-26T12:49:51Z
UgzSybctnYKHbMd0EIh4AaABAg,"Rajdeep its time you need to shut up n stay at home. You voice is rotten to the money you get, just chill at home n leave  the medai for other enough of your irritant voice",2024-02-26T12:40:46Z
UgzMyJx1ccqSyPRzvOR4AaABAg,He has become natorius n his gali ka gunda character haa come out,2024-02-26T12:34:50Z
UgwVArx9jFwFxuAi4O54AaABAg,Political analyst  should not be party spoke person,2024-02-26T10:12:04Z
UgywHxI5iJPpy8f_CIR4AaABAg,"Showing Graff  might change the perspective of speakers, because whenever opposition party spoke person  is putting his argument  before people , Graff  will show otherwise around, which is disturbing and brain washing",2024-02-26T10:04:16Z
Ugyj6pqUGRCTlpLm_Ox4AaABAg,"No jobs in this country, youths are suffering under vishwaguru , Manmohan period is good",2024-02-26T09:33:58Z
UgwEnCuxvv-R05L3yol4AaABAg,He has gone mad and to plot again with corbyn and China plus soros  dada so sad this man has no brains no vision,2024-02-26T04:22:47Z
UgwqoCoXYhvv5b_YQjh4AaABAg,These people wasting their time running around with this raga he needs to find a real job sucking Indian blood,2024-02-26T04:21:15Z
UgyF8JWKxKtDIrQePtd4AaABAg,Sanjay Jha trying so hard to get back in Congress & stay close to RaGa.,2024-02-26T00:31:32Z
UgzjZB1dTaoQoCV09SV4AaABAg,"Rahuls yatra should tremble,that is india today's desire, but it gos well.",2024-02-25T14:34:21Z
Ugzs8j_kyVw8Fcx5FwN4AaABAg,IT IS I.N.D.I ALLIANCE BASTARDS.,2024-02-25T12:47:40Z
UgzVA91TOPmzCeTkqul4AaABAg,Rahul baba moving half mad to full mad.,2024-02-24T10:15:50Z
UgxveXGOguWpgeDjwiV4AaABAg,Rahul pappu is the great bastard and stupid. Pappu deserved to be sent to pagal khana.,2024-02-24T09:06:59Z
UgzBPOlkJeVL40Rtpoh4AaABAg,Gali wali will only help congress loose more votes...,2024-02-24T06:02:45Z
UgwF-N5hPSZ0RJFdGs54AaABAg,Rahul ji is indian hero and true hero to unite all indian ...,2024-02-23T19:04:21Z
UgyC1lnHsfdTQOHebGx4AaABAg,Rahul is hero .....and Modi is BJ party man ....remember his close frd in Gujarat how he kicked out same way Modi will be kicked out by RSS itself there is hatered inside bjp itself against sha companies,2024-02-23T19:02:31Z
Ugy5uBn1Y0MnsYRx7xB4AaABAg,Missing Sabith 😂😂😂😂😂,2024-02-23T17:30:31Z
Ugwg1pOv2KmWgeqkWg54AaABAg,Pappu will finish the Grand Old Party of Mahatma Gandhi single-handedly.,2024-02-23T16:35:15Z
UgypEEgYR3OV_6fHhYp4AaABAg,Rajdeepji.. can not change the nature.,2024-02-23T16:21:01Z
Ugwrq-7kvqqRMiV3ZJV4AaABAg,Very strange.  Supriyaji defending. Caste question of Rahul Gandhi,2024-02-23T15:04:32Z
Ugwt37qEm92kbP40_td4AaABAg,Many of those accompanying him on the yatra must have decided to have a drink in the night. Poor chaps probably needed a drink having listened to him all day long.,2024-02-23T14:13:07Z
Ugzz2_vZ7CO8UxuKZLN4AaABAg,Young India wants a young leader to lead it. Young India dont want jumlas. Young India wants truth and a leader who could see the problem and tackle it instead of brushing it under carpet.,2024-02-23T14:01:18Z
UgwNVJ5gYNhz4o05m1p4AaABAg,Raga lost his brain,2024-02-23T14:01:15Z
Ugz07ky8AqpvqRf2nBx4AaABAg,"Sir, it's my humble request please start reporting on ecomomy, it's really really concerning there is unprecedented dearth of jobs. We are enough of politics and religion.",2024-02-23T13:50:02Z
UgwKz1NyDl3ZO7kTYAp4AaABAg,"arroangent lady she don't know 200 corporates 50-60 years say india me hai, 10 saal se nahi hai , tub kon tha ye batavo",2024-02-23T12:11:55Z
UgyFF3BrdVspTvh48-94AaABAg,"Great Rahul,hats-off to you! Others should worship Modi!",2024-02-23T11:35:43Z
UgxiPNr3mQL9E_cmAyB4AaABAg,"Gandhi was high on drugs!!!
He is having withdrawal symptoms!!!!",2024-02-23T11:26:01Z
UgxzK9kmC8VZUkSMxMB4AaABAg,"Death of INDIAN NATIONAL CONGRESS is EMMINENT!!!!
Supriya is an EMPTY VESSEL!!!
Rajdeep has kissed enough of a** and he should retire else INDIA TODAY will become INDIA YESTERDAY!!!",2024-02-23T11:24:57Z
Ugx92eo4kW_MjIrWJsF4AaABAg,"Didn’t know you were this biased. You take his speech out of context to just malign RG’s name. The point he made was valid .. when the media presented Ram Mandir inaugural all they got to seeing was celebrities ( Aishwarya may have not been there) and leaders but not the common man enjoying the temple.. was it built by the rich or upper class for themselves? or for all? especially for the underprivileged class and caste? You can hear the crowd agreeing to his sentiment.. the difference between RG’s crowd and that of Mr. M is that the ones following him are genuine.. whilst the others following Mr. M are with the hope of some benefit..so let’s stop this gimmick and let’s hear some real news.. talk of BJP’s achievements and failures.. talk about unemployment, sectarianism on the rise ..etc..",2024-02-23T11:23:35Z
Ugw5z-7xaAbaR2MGxDt4AaABAg,Times now needs an Onburstman.,2024-02-23T10:57:21Z
Ugxo1eplq3DR26EOH-B4AaABAg,"While saying it out too... You continue to say India alliance ...no , it's Indi alliance .",2024-02-23T10:56:25Z
UgwbPdOuSGnIIyC4WsZ4AaABAg,"Again ,I find that times now is trying that junior  college acronym - INDIA alliance  and not Indi alliance .

Just write ""Indi alliance"" and not ""India alliance"" 
As you know that A in India stands for alliance... So why write both ?",2024-02-23T10:54:42Z
UgwvCeQzUKQ1CsZOZQd4AaABAg,"Look at her arrogance,,,😮",2024-02-23T10:48:40Z
Ugwhzf-TCflJuoVwSBB4AaABAg,"Rahul kanwal don't worry about INC ,  u watch your business.....you r chatu पत्रकार",2024-02-23T10:14:03Z
UgzIacffp6ebrc6K0aN4AaABAg,"As long as she is the spokesperson of congress, even if there is bit of positivity for congress she is completely capable of turning it sour. How can such an abusive person be spokesperson of any party btw.",2024-02-23T10:01:55Z
Ugye3Qerk_8Ds7Rgj-V4AaABAg,Why this galivali aunty' is given so much time ! Shouting....Shouting....disgusting!,2024-02-23T09:56:27Z
UgwuomhUNKg3Hj6AllB4AaABAg,"Even if some petty brain wants to vote Congress, after seeing Supriya, they will change their opinion",2024-02-23T09:53:37Z
UgwCK09QYVCW0YXN_GN4AaABAg,"It is an academic lesson to see how the ""obituary"" of a GOP = Indian National Congress is being written by its own members and supporters - hopefully other political parties in as well outside the country would learn from this.  Nevertheless it is ""very painful"" to watch this.",2024-02-23T09:51:15Z
UgxYB9CncDCx0DuCftV4AaABAg,"How could Rahul bear this humiliation by Supriya?

He is the most unbiased journalist out there and she was continuously bashing him for no reason.",2024-02-23T09:44:36Z
UgzeHU-bk9mgIhDQMEZ4AaABAg,Sanjay Jha and Rajdeep are utterly worthless! They need to wake up and start making some sense instead of being such lethargic fools.,2024-02-23T09:43:58Z
Ugy_hMbIRLgDRYcDtjx4AaABAg,Sanjay Jha is no less than our Rahul G. Bas wo Congress ke bahar hai aur Rahul ji andar.,2024-02-23T09:23:24Z
Ugyn5Tam4TR_vPU9hhN4AaABAg,"How are people even tolerating listening to always yelling, frustrated, annoyed Supriya Shrinate? I mean even the neutral voters would run away listening to her. The very same things could be said in a very different way. The arrogance is just beyond limits. No wonder Congress has been struggling finding voters. Rahul Gandhi does the same, arrogance and narcissism is just clearly visible. I seriously hope they are not like this in their personal lives.",2024-02-23T09:21:28Z
Ugw9tm4BWmZwU3AmQdR4AaABAg,kidwaiji Rahul G is speaking by his instincts only and not advisors.,2024-02-23T09:16:43Z
UgzQRofKRhfysu9odxZ4AaABAg,Empty vessel makes noise is the only moral this debate. No Apriya was hurt!,2024-02-23T09:13:47Z
UgwIXuAxsTHV0_5cxwN4AaABAg,"Not a balanced debate. 80% of the time, it's INDI alliance talked.

India Today should fire Rajdeep.",2024-02-23T09:01:48Z
Ugx38bSHeSqWSsqDgQV4AaABAg,Rahul Gandhi is the star campaigner for BJP 😅. Every time he speaks in public he gives browny points to BJP unintentionally though,2024-02-23T08:37:28Z
UgzZX15AvlQ7gPoSTqx4AaABAg,Congratulations spokesperson is so raucous...,2024-02-23T08:27:14Z
UgzjwVHuPKHqjSWP0pF4AaABAg,Also Supriya Shrinate is most useless unwanted nonsense person in Khangress Party !!!  No Sense at all in what she speaks ....,2024-02-23T08:03:47Z
UgzotL50yls3WK62MB14AaABAg,Which Rahul  RAGA or Rahul Kanwal . Rajdeep is hellbent on justifying RAGA,2024-02-23T08:02:35Z
UgxJ9uIbSHkFwlqnk-Z4AaABAg,"As soon as Raga started getting backlash over Aishwarya, Reporters, speaking irratically in rally , he ran away to Cambridge !!! He is not making any sense at all in whatever he says !!! No conclusion in anything he says.... Weakest politician in the entire Khangress Party !!! Do not why Khangress is tolerating RAGA so much when is utterly useless as politician ?",2024-02-23T07:59:22Z
Ugz6qOBLqOo07DTsTkN4AaABAg,Khangress should change its Rajkumarfor best interest of Bharat,2024-02-23T07:55:16Z
Ugwy50dmsFufQ4_xjCp4AaABAg,Seriously India needs Rahul G atleast for next 20 years for development. Rahul is relevant for BJP only. Rahul Gjindabad.,2024-02-23T07:48:53Z
UgyAg68Uvo_IbhHnxPN4AaABAg,"When a foolish comment is being defended, the defender too shows that he is a bigger fool.",2024-02-23T07:47:59Z
Ugzp64W8NuHVgSUV4BB4AaABAg,Biggest joker of world politics,2024-02-23T07:42:54Z
UgxjVzJwsbavguVWyP94AaABAg,"How can the people of India ever taken these motely group of dynasts, corrupt and scam tainted , solipsistic, rent seeking, believing in tokenism and sloganeering rather than ground breaking hard work? I cannot wrap my head around that at all.",2024-02-23T07:28:23Z
UgxFWf2U7fOxfSmvslZ4AaABAg,"pappu disrespects women. His language usef against Aishwarya - aishwarya naachthi hui dekhegi!
How DARE he allude to a famous woman in this manner. Disgusting.",2024-02-23T07:27:22Z
UgyJQhf665UG1U9HTed4AaABAg,"Look at the idiot's language with the reporter, Pappu's language shows his feudal mindset and contempt for the
 common man. - tumhara MALIK kaun hai! This is his mindset - he and his family are the royalty and are the MALIKS of all of us commoners!",2024-02-23T07:25:57Z
Ugw767aIQPHZBekqfqB4AaABAg,Is Rajdeep Sardesai on the panel as  the unofficial TMC spokesperson?,2024-02-23T07:23:04Z
UgwB7QMKvSZnq74UoDV4AaABAg,Good cop bad cop game...well played! Kudos 🎉 to Aroon purie ji !,2024-02-23T07:14:06Z
Ugy84tTAJgA9YJJNTV94AaABAg,"India need is visionary leader like Ravindra patel and feku and pappu.Who can solve unemployment problem, inflation, protect border from China and Pakistan and increase per capita income of people of country. 
Ravindra patel lao desh bachao. 
Ravindra patel zindabaad❤❤❤",2024-03-01T06:01:22Z
UgziZ7lY0pQhNw8HWB14AaABAg,"""I don't want to waste my education. As a student who has dedicated 12 years to schooling and pursued higher studies, encompassing a total of approximately 17 years in educational endeavors, it's disheartening to face the prospect of unemployment despite these efforts.""",2024-03-01T05:58:40Z
Ugz7TFcQf-gzIIeLzQ14AaABAg,This illogical conversations can't be understand by more than 0.05 percentage.,2024-03-01T05:48:44Z
Ugw15ap69n_ml3Lqyg54AaABAg,rahul ji please try your best to fight with bjp.india terribly needs you,2024-03-01T05:40:11Z
Ugzu5wnUYIwbFlmpJkB4AaABAg,Real Educated leader Shri Rahul Gandhi ji next PM 2024 Vote for Congress INDIA Alliance 2024,2024-03-01T05:34:20Z
UgwK-1X_yRTBBcEuXcF4AaABAg,"Central theme of narrative should be New Technology policy...
New startup policy...
New job creation policy..
Kisan ki sarkar...
Majdur ki sarkar...
7 thousand per month ..
Can shift entire focus to congress..
You forget to deliver your promices to ground...Poster banner pamplet to ground across village and cities lack..where is your statergist...

Now gas prices increse...Ask all inc worker to hit the streets and make it noise across nation...

We want to focus on communication...Deliver on ground..

Dont focus too much on Caste census...Like issues...


Unemployment mehngai..Modi sarkar सुट बुट की सरकार....

किसान विरोधी....

Focus on किसान....

Suicide farmers data facts...Dugna income kisan ka...


विश्वासघात किया हैं...किसान के साथ...
मोदी ने किसान को बरबाद किया...कैसे किया expose them...

Where is your media and statergy team...??


Forward looking new Policies..Indias agenda set...

KA state focus on Kharge as PM candidate kannadiga pride ao you will win max seats like KA pride...
Focus on MH TE TN KE and winners seats of UP some of 4-5 seats in Bihar and Delhi",2024-03-01T05:06:38Z
Ugz_V9S0R4I5ZyY8z4p4AaABAg,"Even Tamilnadu BJP chief Annamalie accepted that he has IT wing to comment in favour of BJP with Hashtag GOBACK STALIN in twitter.

Both BJP and Mumbai Indians try to portray themselves as having people support in reality using comments created by fake followers and paid bots.
But in real life, its DEFINITELY NOT💯💯💯",2024-03-01T05:00:16Z
UgzVeaMd1DIt1FXUkF94AaABAg,Person who makes gold from potato and this discussion is just not making sense,2024-03-01T04:41:57Z
UgwXvpDIDPp2rjJKLa94AaABAg,Pappu is a real intellectual 😂,2024-03-01T04:38:02Z
UgzhfhhIiUtWN7dzymt4AaABAg,That's why social science knowledge should be made necessary for engineers.. They turn into conscious less robots,2024-03-01T04:35:37Z
UgyPfTiP8TJv4utrtrV4AaABAg,"No talk on population control bill 
Lol its impossible to give jobs or startups to such a huge population 
Bjp=congress 
Same promises 0 delivery 
Im going for ekam Sanatan bharat dal this election 
Sick of two party monopoly......",2024-03-01T04:25:22Z
UgyXZ0H7ZUWxRFIEp2V4AaABAg,Modi is king he will rules India,2024-03-01T04:09:25Z
UgzvCgwQolU28auwwXB4AaABAg,"* 13:24 Sir if You will Become Pm,Mine Wanting Is Just destroy the Gst as well Income tax huge deduction rate*",2024-03-01T04:06:49Z
UgyMFQqmR3UeEH90BnF4AaABAg,"Whatever you do, Rahul Gandhi ji, I will not vote for you and will also tell people around me to never vote for the Congress party because they are at the forefront of all anti-national activities. You people are not concerned about Hindus. That's why we will never vote for you and will also tell the people around usNever vote for Congress party in your life nor give your support. Yes, come and comment on YouTube and tell them where you are wrong, that is why we are not voting for you. You are at the forefront of anti-national activities and you are involved in anti-Hindu activities at the forefront",2024-03-01T03:55:16Z
UgwzDDRWLJi4mlpZuld4AaABAg,Rahul is so called illiterate intellectual,2024-03-01T03:44:47Z
Ugzf5BF9qtV6Fh0Zm614AaABAg,Wow sir ur words literaly have hypnotic effect....great wisdom n thought....,2024-03-01T03:43:41Z
UgxbzBWSD2lpctpksjR4AaABAg,rahul gandhi is the best leader in whole world,2024-03-01T02:52:45Z
Ugzk4VkscL3dWihpBrt4AaABAg,Please make a video which rural youth can also understand,2024-03-01T02:42:17Z
Ugy11Qydg7DNbWruzJZ4AaABAg,Thanks sir give ideas for development,2024-03-01T02:35:33Z
UgwPdcsv1P-Se4yT1FJ4AaABAg,"Hello.. If anyone from Congress party is reading this. Plz plz read it carefully. The only way to tackle BJP now is put down all big stars of Congress in all states especially in 3 states where Congress is in power like DK shivkumar ji, Sidha ramayia ji and all ministers in Karnataka in Lok sabha election. Also similarly in Telengana, Himachal all ministers like sukhu, Vikramaditya ( in a way they will try best to win the seat instead of joining hands with bjp). All of them should contest elections. If this is the last election to save democracy, the only way is this. Be it in every state, like Rajasthan - Sachin pilot, Ashok gehlot all should fight for lok sabha, they should not be wasted for just rallies and stage shows and management, they should fight. Identify people who can win elections in each state from J and K to Tamil Nadu, from Gujrat to manipur, Arunachal pradesh. Have the people in now sitting in  opposition as MLAs or RAJYA SABHA OR LOKSABHA MEMBERS to fight elections. Also give seat to Ahmed patel's son and daughter both of them. 
All famous people and people in power should fight elections not just to fight but  to win. Hope congress and Rahul Gandhi's team read this and implement this. Thanks",2024-03-01T02:34:27Z
UgyEcVjNbNVp8VYULr94AaABAg,"Educated leader , Your great sir",2024-03-01T02:31:24Z
Ugwp9J5JtjGe_I4uGYJ4AaABAg,"Stop 7 PC
Give 5 times jobs
In
5 PC
140 cr population will support it",2024-03-01T02:18:44Z
UgwVQHRIunQ0F7wK8l94AaABAg,"There was one Lee kuan Yew who made the Singapore one of the richest developed Nation, made the people richest, created history not only making Singapore a corrupt free nation but made the Singapore unified in diversity just by bringing an act in 90's which brought  harmony and bans communal politics by separating the State from Religion WHEREAS we have Modi who indulges 24x7 in dirty communal politics creating rift between communities with communal hatred, making the lives, of common man miserable, for 80 crore indians he is giving monthly 5 kg free ration with taxpayers money, believes in concentration of total economy in the hands of adanis ambanis by corrupt means, day in day out destroying democratic norms, violating and disrespecting 🇮🇳Indian Constitution etc etc... So it's for the people to choose communal corrupt  Modis OR Lee kuans type of Leaders with passion to transform the nation and it's people.... the choice is ours... 😮........",2024-03-01T01:50:43Z
Ugz7rIAAywdT0gYHNpV4AaABAg,You are great inspiration for people of India. Keep doing what you are doing. We are with you!!!,2024-03-01T01:42:45Z
UgxlVbtYlR8HdGlHEp54AaABAg,"😂nepo kids with nill knowledge... All are speaking what's there in book😂 not in reality🎉🎉... Whatever you do this bullshitting... Till you leave the concept of DIVIDE and RULE, You never win INDIA❤",2024-03-01T01:25:36Z
UgzVwX8OWUh23x12h4N4AaABAg,"I don't have a word for Pappu and its chamcha. They arethe one making useless Pappu great. 

He is stupid.",2024-03-01T01:05:28Z
UgzvFcbZiaRxNK-c7LZ4AaABAg,Priyanka rahul Gandhi lao poverty inequality injustice corruption criminality inflation dishonesty unemployment bagao,2024-03-01T00:52:31Z
Ugxgefd5t7bOFSVJpj94AaABAg,absolute nonsense without going in detail or despite knowing actual challenges,2024-03-01T00:43:58Z
UgyNCuEfIaYs6nrwO4V4AaABAg,Our Hope priyanka Sab congress ko vote dho double majority dho for employment equality safety honesty  democracy peace,2024-03-01T00:43:54Z
